situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,codIBGEmunicipio,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,emailContatoRegular,emailContatoFretamento,tipoOutorgaRodoviario,tipoOutorgaSemiurbano,tipoOutorgaFretamento,dataAutorizacaoRodoviario,dataVigenciaRodoviario,dataAutorizacaoSemiurbano,dataVigenciaSemiurbano,dataAutorizacaoFretamento,dataVigenciaFretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia
ativa,nacional,16697995000121,A. J. TRANSPORTES E TURISMO LTDA-ME,"RUA BENJAMIN COSTANT, Nº 505, TERREO",CENTRO,291070,EUCLIDES DA CUNHA,BA,48500000,75-32714359,1,não,não,sim,29.8275,,geraturturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,104,0,0,0,6,0,0,0,0,6,0,0,75,0,0,3413,0,0,0,0,0,0,42080
ativa,nacional,5287756000187,A. L. CUNHA TRANSPORTES LTDA,AV SAO JUDAS 151,SAO JUDAS,430160,BAGÉ,RS,96418001,53-3241-4005--3242-4022,16,não,não,sim,43.2402,,alctur@brturbo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,105,0,0,15,4,0,0,0,0,4,0,0,94,0,0,2429,0,0,11,0,0,341,42080
ativa,nacional,4151727000120,A. MELHORIM COSTA TURISMO - ME,"AV. PELOTAS, 219",BARCELONA,320500,SERRA,ES,29167370,27-3341-2585-3241-8431,39,não,não,sim,32.0811,,melhorimturismo@melhorimturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,149,0,0,0,5,0,0,0,0,5,0,0,133,0,0,5190,0,0,0,0,0,0,42080
ativa,nacional,1913652000180,A. N. TRANSPORTES COLETIVOS LTDA-ME,"RUA MARECHAL DEODORO, 09, BOX 06",CENTRO,,,,85550000,46-3232-1861,11,não,não,sim,na.2317,,matheus_tur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41431,42161,0,0,31,0,0,15,5,0,0,0,0,5,0,0,34,0,0,942,0,0,17,0,0,458,42080
ativa,nacional,3182929000177,A. R. O. TRANSPORTES E TURISMO LTDA,"RUA DR. WALDOMIRO GRAEFF, 2150",CENTRO,431265,NAO-ME-TOQUE,RS,99470000,54-3332-2100,13,não,não,sim,43.2531,,pawiturismo@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41431,42161,0,0,29,0,0,0,3,0,0,0,0,3,0,0,30,0,0,996,0,0,0,0,0,0,42080
ativa,nacional,10817746000146,A. T. PACHECO AGENCIA DE VIAGENS E TURISMO LTDA ME,"RUA GAL LIBERATO BITENCOURT, 1885, SALA 510",ESTREITO,420540,FLORIANOPOLIS,SC,88070800,48-30287715,22,não,não,sim,42.7444,,atendimento@vipclass.tur.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,88,0,0,5,4,0,0,0,0,4,0,0,77,0,0,2764,0,0,5,0,0,174,42080
ativa,nacional,7175842000123,A.A. FELICIANO DE FREITAS & CIA LTDA LTDA ME,RUA PONTA PORÃ 1060,IPÊ,500375,ELDORADO,MS,79970000,67-3473-1797,16,não,não,sim,50.6466,,brunaturturismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,258,0,0,0,2,0,0,0,0,2,0,0,272,0,0,11674,0,0,0,0,0,0,42080
ativa,nacional,17881387000135,A.A.I. TRANSPORTE E TURISMO LTDA-ME,"RUA SAO SALVADOR,1320",NOVO SARANDI,412770,TOLEDO,PR,85927000,45-4532731101,9,não,não,sim,41.8067,,previattur@hotmail.com;andrea@agadelha.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,7,0,0,3,2,0,0,0,0,2,0,0,8,0,0,252,0,0,2,0,0,42,42080
ativa,nacional,18563121000107,A.E. CAMPOS TRANSPORTES - ME,RUA ESPERANTO 77,ROSELANDIA,431340,NOVO HAMBURGO,RS,93351070,51-92986620,10,não,não,sim,43.8248,,marcelotranspturismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41634,42364,0,0,29,0,0,52,3,0,0,0,0,3,0,0,29,0,0,507,0,0,45,0,0,1049,42080
ativa,nacional,19242000000126,A.E. CRISTINA TRANSPORTES LTDA-ME,RUA GERALDO RODARTE MARQUES 4862,JARDIM SAMELLO IV,351620,FRANCA,SP,14403723,16-991493647,3,não,não,sim,35.8402,,atendimentoespacocontabil@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,40,0,0,0,4,0,0,0,0,4,0,0,37,0,0,1505,0,0,0,0,0,0,42080
ativa,nacional,5504664000101,A.F. VIAGENS LTDA -ME,"RUA ALAGOAS, 924",AIMORÉ,430100,ARROIO DO MEIO,RS,95940000,51-051 3716-4066,3,não,não,sim,43.8549,,transportesaf@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41933,42664,0,0,4,0,0,0,2,0,0,0,0,2,0,0,3,0,0,82,0,0,0,0,0,0,42080
ativa,nacional,9005652000193,A.F.T TRANSPORTES DE TURISMO LTDA ME,"RUA DOUTOR JORGE ANDRADE, Nº 13",ÁGUAS CLARAS,292740,SALVADOR,BA,41310260,71-3395-0478--3238-9800,36,não,não,sim,29.5778,,afttransporte@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,235,0,0,0,5,0,0,0,0,5,0,0,238,0,0,7016,0,0,0,0,0,0,42080
ativa,nacional,4514400000176,A.J. DOS SANTOS - ME,"FREI FABIANO, 294 A",CENTRO,330415,QUISSAMA,RJ,28735000,22-99909-2726,6,não,não,sim,33.8426,,cp.locadora@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,6,0,0,0,2,0,0,0,0,2,0,0,5,0,0,162,0,0,0,0,0,0,42080
ativa,nacional,14503534000145,A.J. SILVA TRANSPORTES LTDA - ME,"RUA PROF JOÃO LAURINDO DE SOUZA, 978",CENTRO,431445,PINHAL,RS,95390000,54-36162024,2,não,não,sim,43.8323,,merc_oliveira@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,0,46,0,0,0,0,0,0,42080
ativa,nacional,11487926000170,A.J. VIDOTTI & CIA LTDA,"RUA SENADOR SOUZA NAVES, Nº 355",CENTRO,412600,SAO SEBASTIAO DA AMOREIRA,PR,86240000,43-32651284,5,não,não,sim,41.7558,,vidottitur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42080
ativa,nacional,3567329000127,A.J.S TUR TURISMO LTDA - ME,"AV. JOSÉ BONIFÁCIO, 301, LOJA 04.",CENTRO,431220,MAXIMILIANO DE ALMEIDA,RS,99890000,54-33971185,1,não,não,sim,43.1406,,ajstur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41432,42162,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42080
ativa,nacional,7681081000181,A.M. TURISMO DE MURIAÉ LTDA,SITIO BOA VISTA-BR 356 S/N KM 260,VERMELHO,314390,MURIAÉ,MG,36880000,32-3721-5701,12,não,não,sim,31.4747,,realbusturismo@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,276,0,0,0,7,0,0,0,0,7,0,0,259,0,0,10345,0,0,0,0,0,0,42080
ativa,nacional,82280561000156,A.M.F. FRETAM AGENCIA DE VIAGENS E TURISMO LTDA,"ALAMEDA CABRAL, 497",SAO FRANCISCO,410690,CURITIBA,PR,80410210,41-3233-0515,6,não,não,sim,41.1147,,contato@fretam.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,99,0,0,1,8,0,0,0,0,8,0,0,98,0,0,2060,0,0,1,0,0,29,42080
ativa,nacional,18057634000146,A.N TUR VIAGENS E TURISMO LTDA - ME,"AV. TANCREDO NEVES, N° 463 - AP22",CENTRO,420455,CORREIA PINTO,SC,88535000,49-3243-3057,0,não,não,sim,42.8171,,anturlages@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,12,0,0,0,4,0,0,0,0,4,0,0,12,0,0,444,0,0,0,0,0,0,42080
ativa,nacional,8475237000130,A.P. DUARTE & CIA LTDA - ME,RUA RIACHUELO Nº 622,VILA OLIVEIRA,431720,SANTA ROSA,RS,98900000,55-3512-6471,4,não,não,sim,43.8185,,contato@parktur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,54,0,0,31,3,0,0,0,0,3,0,0,46,0,0,1479,0,0,30,0,0,970,42080
ativa,nacional,18596829000164,A.S. BEHLING TRANSPORTES EIRELI - ME,RUA NOVA FRIBURGO 221,SÃO LUIZ,431990,SAPIRANGA,RS,93800000,51-3064-1421,2,não,não,sim,43.8246,,contato@aleturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41634,42364,0,0,24,0,0,16,2,0,0,0,0,2,0,0,15,0,0,357,0,0,15,0,0,407,42080
ativa,nacional,57705097000155,A.S. TRANSPORTES LTDA,"RUA SÃO QUIRINO, 209",VILA GUILHERME,355030,SAO PAULO,SP,2056070,11-2902.8888,106,não,não,sim,35.2242,,marco@astur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,424,0,0,0,69,0,0,0,0,69,0,0,489,0,0,9356,0,0,0,0,0,0,42080
ativa,nacional,14479211000163,A.S. VIAGENS E TURISMO LTDA,"AV. DOS IMIGRANTES, 415",PLANALTO,430940,GUAPORÉ,RS,99200000,54-34433582,6,não,não,sim,43.8615,,contato@asviagenseturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41962,42693,0,0,5,0,0,0,2,0,0,0,0,2,0,0,3,0,0,56,0,0,0,0,0,0,42080
ativa,nacional,4710170000110,A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME,"RUA JOSÉ BARBOSA, 28",VILA MOREIRA,351880,GUARULHOS,SP,7021100,11-3433-2097,1,não,não,sim,35.8638,,xavier.fretamentos@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42080
ativa,nacional,82342510000101,A.S.S. TURISMO LTDA - ME,"RUA ESTANISLAU SELENKO, 199",UMBARÁ,410690,CURITIBA,PR,81940230,41-413348-2727,73,não,não,sim,41.014,,ass@assturismo.com.br; jaqueline@assturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,359,0,0,13,8,0,0,0,0,8,0,0,339,0,0,14630,0,0,13,0,0,401,42080
ativa,nacional,19747432000199,A4S TRANSPORTE LTDA-ME,CEARÁ 669,CRISTO REDENTOR,314800,PATOS DE MINAS,MG,38700219,34-38214150,1,não,não,sim,31.8723,,a4stransportes@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42080
ativa,nacional,11856686000133,AABC TURISMO LTDA,"RUA TIRADENTES, Nº 64, FUNDOS",CENTRO,314675,PALMOPOLIS,MG,39945000,33-8809-1718,1,não,não,sim,31.8281,,aabcturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,60,0,0,0,2,0,0,0,0,2,0,0,50,0,0,1948,0,0,0,0,0,0,42080
ativa,nacional,4359891000128,AB TURISMO LTDA,"RODOVIA SC 468, KM 04, S/N - SALA 01 E 02",AREA INDUSTRIAL,421690,SAO LOURENÇO DO OESTE,SC,89990000,49-3319 3095,8,não,não,sim,42.0573,,bauerturismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,103,0,0,1,3,0,0,0,0,3,0,0,100,0,0,2423,0,0,2,0,0,80,42080
ativa,nacional,14073554000123,ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA ME,"AV. BARÃO DO RIO BRANCO, Nº 326 - SL 02",CENTRO,420900,JOAÇABA,SC,89600000,49-3521-2630,12,não,não,sim,42.7328,,contato@classeviagemeturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41733,42464,0,0,79,0,0,1,3,0,0,0,0,3,0,0,66,0,0,1865,0,0,1,0,0,28,42080
ativa,nacional,7293334000140,ABBATUR TRANSPORTE TURISMO E LOCAÇÃO LTDA-ME,"RUA JOSÉ ZGODA,325",BAIRRO ALTO,410690,CURITIBA,PR,82820440,41-3363-7070,13,não,não,sim,41.8005,,abbatur@abbatur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41562,42292,0,0,76,0,0,0,2,0,0,0,0,2,0,0,70,0,0,2460,0,0,0,0,0,0,42080
ativa,nacional,18411088000108,ABC-AGOSTINHO B CARVALHO TRANSPORTE E TURISMO LTDA ME,"JOSÉ CARLOS NETO, N° 370",JARDIM ALVORADA,311160,CAMPOS GERAIS,MG,37160000,35-99463121,4,não,não,sim,31.8112,,guiacontabilidade2@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41597,42327,0,0,17,0,0,0,3,0,0,0,0,3,0,0,16,0,0,702,0,0,0,0,0,0,42080
ativa,nacional,16866393000150,ABEL CABRAL DE MELO - ME,"RUA JOÃO RIBEIRO ROSA, 23",NOSSA SENHORA DE FÁTIMA,313440,ITURAMA,MG,38280000,34-9112-0365,3,não,não,sim,31.771,,deodato.yhago@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,28,0,0,2,2,0,0,0,0,2,0,0,25,0,0,768,0,0,1,0,0,28,42080
ativa,nacional,6374378000131,ABELAZERI AGÊNCIA DE VIAGENS E TURISMO LTDA - ME,"AV. JORGE ELIAS DE LUCCA, 120",NOSSA SENHORA DA SALETE,420460,CRICIUMA,SC,88813390,48-3462-6003,13,não,não,sim,42.3848,,turismo@abelazeri.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41431,42161,0,0,221,0,0,24,5,0,0,0,0,5,0,0,213,0,0,4962,0,0,25,0,0,705,42080
ativa,nacional,61501607000140,ABRATUR VIAGENS E TURISMO LTDA - EPP,"AV. TORRES DE TIBAGY, 520",VILA APRAZIVEL,351880,GUARULHOS,SP,7062000,11-24085145,12,não,não,sim,35.2669,,hideki@uol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41933,42664,0,0,258,0,0,6,6,0,0,0,0,6,0,0,270,0,0,10967,0,0,5,0,0,212,42080
ativa,nacional,19390772000105,ABRE CAMPO TRANSPORTES LTDA - ME,RUA GERALDO FERREIRA TELES Nº 160,NOVA AMERICA,310620,BELO HORIZONTE,MG,31660290,31-34532556,4,não,não,sim,31.8024,,abrecampoturismo@uol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41562,42292,0,0,16,0,0,0,3,0,0,0,0,3,0,0,17,0,0,471,0,0,0,0,0,0,42080
ativa,nacional,16594980000138,ABREU & EBERHARDT TRANSPORTES LTDA - ME,"RUA AUGUSTO LIEBERKNECHT, Nº 485. ERICA",PANAMBI,431390,PANAMBI,RS,98280000,55-55 96075577,4,não,não,sim,43.7982,,cesar_didolich@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41466,42196,0,0,21,0,0,22,2,0,0,0,0,2,0,0,23,0,0,840,0,0,32,0,0,1106,42080
ativa,nacional,4205633000197,AC TRANSPORTES E SERVIÇOS LTDA,"RUA ABILIO PERES DA SILVA,78",SAO BERNARDO,310620,BELO HORIZONTE,MG,31741430,31-3491-1419,41,não,não,sim,31.3418,,actur@actur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41872,42603,0,0,197,0,0,0,21,0,0,0,0,21,0,0,210,0,0,7158,0,0,0,0,0,0,42080
ativa,nacional,5388223000191,AC VIAGENS E TURISMO LTDA-ME,"RUA IZIDORO LANGA, 65",ORLEANS,410690,CURITIBA,PR,82310349,41-3022-8935,6,não,não,sim,41.6525,,flavioepietrobon@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41933,42664,0,0,35,0,0,12,2,0,0,0,0,2,0,0,28,0,0,1081,0,0,11,0,0,366,42080
ativa,nacional,6197683000103,AÇAITURISMO & TRANSPORTE RODOVIARIO LTDA,"ESTRADA DA PROVIDÊNCIA, 174",COQUEIRO,150080,ANANINDEUA,PA,67015260,91-32342071,27,não,não,sim,15.442,,kens-barata@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41675,42405,0,0,13,0,0,0,6,0,0,0,0,6,0,0,34,0,0,1429,0,0,0,0,0,0,42080
ativa,nacional,2198980000104,AÇÃO TRANSPORTES E TURISMO LTDA,"RUA JOÃO TAVARES, 260, 02",SÃO MIGUEL PAULISTA,355030,SAO PAULO,SP,8051380,11-2280-9044,8,não,não,sim,35.0766,,cristinaf@acaoturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41634,42364,0,0,44,0,0,0,11,0,0,0,0,11,0,0,46,0,0,1409,0,0,0,0,0,0,42080
ativa,nacional,5585701000153,ACCATUR TRANSPORTE TURISTICO LTDA ME,"RUA DA MATRIZ, 50",PONTO MARAMBAIA,311300,CARAI,MG,39812000,33-3531-2070,3,não,não,sim,31.6233,,accaturtransporte@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,6,0,0,0,2,0,0,0,0,2,0,0,5,0,0,216,0,0,0,0,0,0,42080
ativa,nacional,9119541000108,ACCIARI & OLIVEIRA LOCADORA DE VEICULOS LTDA,"RUA MARECHAL MASCARENHAS DE MORAES, Nº1658",JARDIM ALVORADA,411520,MARINGA,PR,87033220,44-3267-5107,2,não,não,sim,41.785,,acciari.turismo@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41431,42161,0,0,27,0,0,1,3,0,0,0,0,3,0,0,20,0,0,504,0,0,1,0,0,9,42080
ativa,nacional,8809314000141,ACM TRANSPORTE E TURISMO LTDA ME,"AV ANA ROSA CASTILHO OCAMPOS, 1937",JARDIM MONTEVIDEU,500270,CAMPO GRANDE,MS,79035320,67-3326-2155,15,não,não,sim,50.6745,,acmtur@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41962,42693,0,0,131,0,0,2,3,0,0,0,0,3,0,0,128,0,0,4677,0,0,2,0,0,65,42080
ativa,nacional,77477834000117,ACN - TURISMO E AGÊNCIA DE VIAGENS LTDA,"RUA BENJAMIM CONSTANT, 125",CENTRO,412850,WENCESLAU BRAZ,PR,84950000,43-3528-1181,16,não,não,sim,41.0821,,tursaojose@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41884,42615,0,0,277,0,0,0,9,0,0,0,0,9,0,0,284,0,0,12055,0,0,0,0,0,0,42080
ativa,nacional,2270984000156,ACN TRANSPORTES TURÍSTICOS LTDA.,EST. MUNICIPAL DA CANTAREIRA S/N SALA A CX. POSTAL 78,SÍTIO SANTA ELISA,353930,PIRASSUNUNGA,SP,13630970,19-3565-4400,8,não,não,sim,35.0305,,viacaopirassununga@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41884,42615,0,0,20,0,0,0,6,0,0,0,0,6,0,0,22,0,0,871,0,0,0,0,0,0,42080
ativa,nacional,10991259000103,ACORIP VIAGENS E TURISMO LTDA,"RUA VEREADOR HUGOLINO GIUSTI, 444 SALA 01",SÃO PELEGRINO,432280,VERANOPOLIS,RS,95330000,54-9178-2710,9,não,não,sim,43.654,,acoripviagens@hifive.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,31,0,0,18,3,0,0,0,0,3,0,0,30,0,0,1003,0,0,19,0,0,632,42080
ativa,nacional,95236329000162,ACOSTA E VIANA LTDA - ME,"RUA OSVALDINO B. SANTOS, 23",VILA BRENNER,430610,CRUZ ALTA,RS,98010410,55-33225619,2,não,não,sim,43.8291,,acosta_viana@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41841,42572,0,0,9,0,0,4,2,0,0,0,0,2,0,0,9,0,0,200,0,0,3,0,0,70,42080
