situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,codIBGEmunicipio,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,emailContatoRegular,emailContatoFretamento,tipoOutorgaRodoviario,tipoOutorgaSemiurbano,tipoOutorgaFretamento,dataAutorizacaoRodoviario,dataVigenciaRodoviario,dataAutorizacaoSemiurbano,dataVigenciaSemiurbano,dataAutorizacaoFretamento,dataVigenciaFretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia
ativa,nacional,00.102.989/0001-44,ADENILDE TURISMO LTDA,OLIVIO ANTUNES CORREA,SANTO ANTONIO,420460,CRICIUMA,SC,88809500,,0,não,não,sim,420997,,RESULT_CONTABILIDADE@HOTMAIL.COM,na,na,AUTORIZAÇÃO,,,,,43340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.113.625/0001-60,TWOTUR AGÊNCIA DE VIAGENS E TURISMO LTDA,TIRADENTES,DIDO,431750,SANTO ANGELO,RS,98802530,55-5533133430,4,não,não,sim,43.000*,,twotur@bol.com.br,na,na,AUTORIZAÇÃO,,,,,42328,,0,0,5,0,0,1,2,0,0,0,0,2,0,0,4,0,0,135,0,0,1,0,0,40,43344
ativa,nacional,00.113.912/0001-70,TSM TRANSPORTE LTDA - ME,,,,,,,,1,não,não,sim,na.0076,,tenoriobrito2@gmail.com,na,na,AUTORIZAÇÃO,,,,,43069,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.115.988/0001-34,EXTREMO SUL TURISMO LTDA,SILVA PAES,CENTRO,431560,RIO GRANDE,RS,96200340,,4,não,não,sim,430813,,contato@extremosultur.com,na,na,AUTORIZAÇÃO,,,,,43273,,0,0,4,0,0,0,1,0,0,0,0,1,0,0,4,0,0,59,0,0,0,0,0,0,43344
ativa,nacional,00.116.440/0001-09,CASTELL - TUR AGENCIA DE VIAGENS E TURISMO LTDA - ME,RUA MOISES LUPION Nº 286,CONJUNTO RESIDENCIAL APORÃ,410830,FOZ DO IGUAÇU,PR,85869210,45-35242454,29,não,não,sim,418430,,castell-tur@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42622,,0,0,44,0,0,46,2,1,0,0,0,3,0,0,27,0,0,525,0,0,32,0,0,531,43344
ativa,nacional,00.118.709/0001-96,RIONETUR TRANSPORTES LTDA - ME,NACLE GIBRAN,BOM JESUS,412230,RIO NEGRO,PR,83880000,47-(47) 3645-5057,63,não,não,sim,412790,,rioneturturismo@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42349,,0,0,354,0,0,22,7,2,0,0,0,9,0,0,197,0,0,6465,0,0,9,0,0,205,43344
ativa,nacional,00.123.689/0001-41,MARTINS & GUIMARAES TRANSPORTE E TURISMO LTDA,"RUA CESAR MONTRONI, 60/A",VILA SANTO ANTONIO,352600,JUNQUEIROPOLIS,SP,17890000,18-3841-1803,165,não,não,sim,350060,,antt@guimatur.com,na,na,AUTORIZAÇÃO,,,,,43069,,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,2512,0,0,0,0,0,0,43344
ativa,nacional,00.128.801/0001-37,VIAÇÃO PARANAIBA LTDA.,Rua Emanuel Xavier Rabelo - nº 123 - Planalto,,521150,ITUMBIARA,GO,75536060,(64) 3404-1203,3,não,sim,não,na     ,edmar.diretoria@viacaoparanaiba.com.br,,na,na,na,,,31343,42704,,,0,1,0,0,0,0,0,0,0,0,0,0,0,73866,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.133.161/0001-53,BORTOLINI E ZIBETTI LTDA - ME,AVELINA PAES ANAIAS N°268,CENTRO,500325,COSTA RICA,MS,79550000,67-32473215,2,não,não,sim,509101,,marciane@marciane.com.br,na,na,AUTORIZAÇÃO,,,,,42362,,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.144.751/0001-81,ESSENCIA TURISMO EIRELI,"RUA ADILIO RAMOS, 2357, LOJA 03",ALTO,410690,CURITIBA,PR,82820100,41-3367-0331--9989-3392,15,não,não,sim,413828,,essencia.turismo@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42916,,0,0,4,0,0,0,1,0,0,0,0,1,0,0,2,0,0,82,0,0,0,0,0,0,43344
ativa,nacional,00.153.472/0001-84,GIAN CARLO TUR EXCURSÕES E TURISMO LTDA,"RUA SANTA CATARINA, 852, SALA 02 .",PARQUE ESPIRITO SANTO,430310,CACHOEIRINHA,RS,94955400,51-3469-6041--81395324,48,não,não,sim,433844,,giancarlotur@giancarlotur.com.br,na,na,AUTORIZAÇÃO,,,,,42888,,0,0,149,0,0,35,7,1,0,0,0,8,0,0,88,0,0,2310,0,0,26,0,0,1049,43344
ativa,nacional,00.163.074/0001-49,SUPREMA VANS TRANSPORTE EXECUTIVO LTDA - ME,Av Prefeito Roque Vernalha,Jd Eldorado,411820,PARANAGUA,PR,83203350,41-(41) 3423-0352,10,não,não,sim,418962,,adm@supremavans.com.br,na,na,AUTORIZAÇÃO,,,,,42293,,0,0,71,0,0,1,1,3,0,0,0,4,0,0,42,0,0,698,0,0,1,0,0,13,43344
ativa,nacional,00.166.248/0001-27,EXPRESSO ANGELITUR TRANSPORTES LTDA,"RUA CAPITAO SALOMAO, 466",CAMPOS ELISEOS,354340,RIBEIRAO PRETO,SP,14085440,16-3941-3346--9142-9212,22,não,não,sim,352967,,angelitur@angelitur.com.br,na,na,AUTORIZAÇÃO,,,,,42328,,0,0,23,0,0,0,7,0,0,0,0,7,0,0,20,0,0,795,0,0,0,0,0,0,43344
ativa,nacional,00.174.295/0001-12,PARANHAMA AGENCIA DE VIAGENS LTDA,"RUA FERNANDO FERRARI, 415",CENTRO,432170,TRES COROAS,RS,95660000,051-3546-3888,12,não,não,sim,434812,,paranhama@paranhamaturismo.com.br,na,na,AUTORIZAÇÃO,,,,,42698,,0,0,83,0,0,3,2,0,0,0,0,2,0,0,57,0,0,843,0,0,1,0,0,20,43344
ativa,nacional,00.185.069/0001-37,ESATUR TURISMO LTDA,"RUA PRINCESA ISABEL, 52, SALA 01",CONDE D`EU,421170,ORLEANS,SC,88870000,48-3466-3151,22,não,não,sim,420548,,isolete@esaturturismo.com.br,na,na,AUTORIZAÇÃO,,,,,42499,,0,0,68,0,0,1,2,0,0,0,0,2,0,0,41,0,0,1568,0,0,0,0,0,0,43344
ativa,nacional,00.198.166/0001-64,JOSÉ MARCIEL NEIS & CIA LTDA - ME,"RUA JUDITE MELO DOS SANTOS, 175",DISTRITO INDUSTRIAL,421660,SAO JOSÉ,SC,88104765,48-3247-7104,26,não,não,sim,420792,,alexantur@uol.com.br,na,na,AUTORIZAÇÃO,,,,,42719,,0,0,135,0,0,0,11,0,0,0,0,11,0,0,68,0,0,2396,0,0,0,0,0,0,43344
ativa,nacional,00.198.419/0001-08,NERECYTUR TURISMO EIRELI,"RUA: JANUARIO ALVES GARCIA, 2238",REVOREDO,421870,TUBARAO,SC,88704700,48-3622-0753,13,não,não,sim,421508,,nerecytur@nerecytur.com.br,na,na,AUTORIZAÇÃO,,,,,42719,,0,0,57,0,0,0,1,0,0,0,0,1,0,0,49,0,0,1017,0,0,0,0,0,0,43344
ativa,nacional,00.201.479/0001-24,TURISMO RODOCIDE LTDA - EPP,"RUA LUIZ ABRY, 1400, SOBRELOJA",CENTRO,421320,POMERODE,SC,89107000,47-3387-0411,17,não,não,sim,421262,,turismo@rodocide.com.br,na,na,AUTORIZAÇÃO,,,,,42843,,0,0,76,0,0,1,0,0,0,0,0,0,0,0,39,0,0,1269,0,0,0,0,0,0,43344
ativa,nacional,00.224.288/0001-88,GIOVANI GONÇALVES CHAVES SERVIÇOS LTDA,"RUA ALBERTO GONÇALVES, 10 - A",VIÚVA,310540,BARAO DE COCAIS,MG,35970000,31-3837-2906,10,não,não,sim,316949,,giovanichaves@yahoo.com.br,na,na,AUTORIZAÇÃO,,,,,42698,,0,0,15,0,0,0,2,0,0,0,0,2,0,0,9,0,0,415,0,0,0,0,0,0,43344
ativa,nacional,00.229.686/0001-97,VANATUR TURISMO - EIRELI,"AV. LÍBERO DE ALMEIDA SILVARES, 3535",COESTER,351550,FERNANDOPOLIS,SP,15600000,17-3442-2030,9,não,não,sim,351440,,vanatur@globo.com,na,na,AUTORIZAÇÃO,,,,,42888,,0,0,38,0,0,0,8,0,0,0,0,8,0,0,25,0,0,1218,0,0,0,0,0,0,43344
ativa,nacional,00.247.455/0001-06,FERREIRA E CRUZ LTDA - ME,"RUA ADA MACAGI, Nº 1447",BAIRRO ALTO,410690,CURITIBA,PR,82820170,41-3367-3400,11,não,não,sim,419328,,tio.edilson96@gmail.com,na,na,AUTORIZAÇÃO,,,,,42453,,0,0,84,0,0,0,3,0,0,0,0,3,0,0,44,0,0,1517,0,0,0,0,0,0,43344
ativa,nacional,00.252.663/0001-01,TRANSGIRO TURISMO E VIAGENS LTDA,RIO GRANDE DO SUL,PARQUE INDUSTRIAL II,411460,MARECHAL CANDIDO RONDON,PR,85960000,45-(45) 3254-1527,64,não,não,sim,413323,,transgiro@transgiro.com.br,na,na,AUTORIZAÇÃO,,,,,42947,,0,0,779,0,0,48,18,0,0,0,0,18,0,0,504,0,0,13369,0,0,33,0,0,923,43344
ativa,nacional,00.264.321/0001-01,C. J. ZAMBONI & IRMÃO LTDA,"VILA CORONEL TEIXEIRA, SN,",DISTRITO,431190,MARCELINO RAMOS,RS,99800000,54-3372-1236,4,não,não,sim,431412,,escritoriocjs@yahoo.com.br,na,na,AUTORIZAÇÃO,,,,,42362,,0,0,25,0,0,0,3,0,0,0,0,3,0,0,18,0,0,465,0,0,0,0,0,0,43344
ativa,nacional,00.271.033/0001-76,TRANSPORTES MENETUR LTDA - ME,AVENIDA BRASIL 1878 SALA 01,CENTRO,432050,SERTAO,RS,99170000,51-9436 0303,17,não,não,sim,432595,,menetur@gmail.com,na,na,AUTORIZAÇÃO,,,,,42587,,0,0,26,0,0,5,1,0,0,0,0,1,0,0,12,0,0,333,0,0,2,0,0,89,43344
ativa,nacional,00.272.996/0001-94,MANOS TRANSPORTES E TURISMO LTDA,"RUA MONLEVADE, 1650",DANIEL FONSECA,317020,UBERLANDIA,MG,38400320,34-3236-4145,0,não,não,sim,314916,,,na,na,AUTORIZAÇÃO,,,,,42807,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.274.187/0001-11,TRANS-GREBOS TURISMO LTDA,"RUA GUADALAJARA, 697",CENTRO,410180,ARAUCARIA,PR,83702110,41-3642-3220,4,não,não,sim,410975,,grebostur@gmail.com,na,na,AUTORIZAÇÃO,,,,,42781,,0,0,5,0,0,0,1,0,0,0,0,1,0,0,5,0,0,166,0,0,0,0,0,0,43344
ativa,nacional,00.279.722/0001-27,SOUZA TURISMO E VIAGENS LTDA - EPP,MUQUI,JARDIM SANTA ROSA,320240,GUARAPARI,ES,29217320,27-(27) 3361-3414,17,não,não,sim,321852,,contato@souzaturismo.com.br,na,na,AUTORIZAÇÃO,,,,,42362,,0,0,46,0,0,0,6,0,0,0,0,6,0,0,32,0,0,1373,0,0,0,0,0,0,43344
ativa,nacional,00.280.306/0001-49,WAINE CARLOS MASSIGNAN TRANSPORTES EIRELI,"RODOVIA SP 101-KM 22,5,S/N",MONTE MOR,353180,MONTE MOR,SP,13190000,19-3879-4371,5,não,não,sim,351596,,adm@trasladotransflex.com.br,na,na,AUTORIZAÇÃO,,,,,42835,,0,0,7,0,0,0,2,2,0,0,0,4,0,0,6,0,0,220,0,0,0,0,0,0,43344
ativa,nacional,00.281.668/0001-54,CCONTTUR TRANSPORTES LTDA.,JOAO MARIA DE ALMEIDA,VILA CAMPESTRE,355030,SAO PAULO,SP,4330170,11-0800 8801315,5,não,não,sim,351004,,cconttur@gmail.com,na,na,AUTORIZAÇÃO,,,,,43340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.282.582/0001-46,JJ TUR TRANSPORTES TURISMO EIRELI,AV. PARANAPANEMA QUADRA 27 LOTE 06 - JARDIM AMÉRICA,,520110,ANAPOLIS,GO,,,27,sim,não,sim,528846,julice6@hotmail.com,JULICE6@HOTMAIL.COM,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42564,42704,,,42979,,6,0,4,0,0,0,14,0,0,8,0,13,0,0,3,33148,0,129,0,0,0,0,0,0,43344
ativa,nacional,00.285.160/0001-24,TRANSPORN TRANSPORTES LTDA,TRES,NATUREZA,420800,ITA,SC,89760000,49-34581869,15,não,não,sim,42.000*,,transporn@vupt.com.br,na,na,AUTORIZAÇÃO,,,,,42282,,0,0,108,0,0,4,5,0,0,0,0,5,0,0,70,0,0,1735,0,0,2,0,0,59,43344
ativa,nacional,00.288.250/0001-79,NAVITUR VIAGENS E TURISMO LTDA,"RUA LEOPOLDO GOMES ,2023",ALTO VERA CRUZ,310620,BELO HORIZONTE,MG,30285310,31-34580050,8,não,não,sim,312419,,naviturturismo@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42916,,0,0,82,0,0,0,1,0,0,0,0,1,0,0,53,0,0,1623,0,0,0,0,0,0,43344
ativa,nacional,00.288.318/0001-10,TUIUIU TUR LTDA - ME,,,,,,,,2,não,não,sim,na.0424,,andreapinheiroassessoria@gmail.com,na,na,AUTORIZAÇÃO,,,,,43140,,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.311.052/0001-89,JOSE JOAQUIM DOS SANTOS - ME,WILSON RORIZ,CENTRO,230710,JARDIM,CE,63290000,,0,não,não,sim,231010,,valdirene@voonix.com.br,na,na,AUTORIZAÇÃO,,,,,43340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.312.146/0001-72,STADLER VIAGENS E TURISMO LTDA,"RUA DO PROGRESSO, 210",CENTRO,430020,AJURICABA,RS,98750000,55-3387-1380,0,não,não,sim,431984,,empresa.stadler@uol.com.br,na,na,AUTORIZAÇÃO,,,,,42444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.312.150/0001-30,VIAÇÃO PERBONI LTDA - ME,"RUA TAQUAREIRA, Nº 126",INTEGRAÇÃO,431405,PAROBÉ,RS,95630000,51-3543-3548,12,não,não,sim,431737,,recursoshumanos@viacaoperboni.com.br,na,na,AUTORIZAÇÃO,,,,,42852,,0,0,22,0,0,12,2,0,0,0,0,2,0,0,20,0,0,455,0,0,12,0,0,369,43344
ativa,nacional,00.318.401/0001-94,CASTEL-TUR TURISMO LTDA - EPP,"RUA ACRE, 536",IPIRANGA,354340,RIBEIRAO PRETO,SP,14055660,16-3235.3235,7,não,não,sim,350252,,mariahelena@casteltur.com.br,na,na,AUTORIZAÇÃO,,,,,42719,,0,0,47,0,0,0,7,0,0,0,0,7,0,0,33,0,0,1040,0,0,0,0,0,0,43344
ativa,nacional,00.330.618/0001-10,SKALA BRASIL CARGAS E TURISMO LTDA ME,"RUA CRAVINA, 935 LOJA A",CONDOMÍNIO DAS PALMEIRAS,312980,IBIRITÉ,MG,32430888,31-3598-7818--9163-1740,46,não,não,sim,315843,,skalabrasil@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42753,,0,0,65,0,0,0,4,0,0,0,0,4,0,0,47,0,0,2166,0,0,0,0,0,0,43344
ativa,nacional,00.330.916/0001-00,TRANSPLANALTO TRANSPORTE E LOCAÇÃO DE VEÍCULOS LTDA - ME,"RUA RICARDO MACEDO, 48",PARQUE SAO MIGUEL/GRAJAU,355030,SAO PAULO,SP,4855020,11-5929-0009,1,não,não,sim,354708,,transplanaltott@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42762,,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.334.083/0001-55,HÉLIO E CARLOS TRANSPORTADORA LTDA,"AV DR. CHAFIC FACURY, Nº3561",ESPLANADA PRIMO MENEGUETTI,351620,FRANCA,SP,14403680,16-3702-4949,29,não,não,sim,351516,,hellytur@com4.com.br,na,na,AUTORIZAÇÃO,,,,,42898,,0,0,128,0,0,0,12,0,0,0,0,12,0,0,73,0,0,2707,0,0,0,0,0,0,43344
ativa,nacional,00.339.239/0001-90,UNIVERSAL TRANSPORTES EXECUTIVOS LTDA,"RUA SIMÃO CEMBRANI, 139",NOSSA SENHORA DE LOURDES,430510,CAXIAS DO SUL,RS,95072390,54-3212-1361,13,não,não,sim,435572,,universalltda@terra.com.br,na,na,AUTORIZAÇÃO,,,,,42587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.339.276/0001-07,MHT TRANSPORTE E TURISMO LTDA,"RUA ABRÃO WINTER, 90",XAXIM,410690,CURITIBA,PR,81830280,41-3379-1267,83,não,não,sim,413915,,baragaoturismo@brturbo.com.br,na,na,AUTORIZAÇÃO,,,,,42852,,0,0,312,0,0,10,7,0,0,0,0,7,0,0,190,0,0,8283,0,0,10,0,0,335,43344
ativa,nacional,00.355.707/0001-10,MERKATO TRANSPORTES DE PASSAGEIROS E TURISMO LTDA ME.,AV.DARCIO CANTIERI 2333,JARDIM AMERICA,316470,SAO SEBASTIAO DO PARAISO,MG,37950000,35-3558-5642,11,não,não,sim,310501,,merkatoturismo@hotmail.com,na,na,AUTORIZAÇÃO,,,,,42446,,0,0,8,0,0,0,2,0,0,0,0,2,0,0,1,0,0,31,0,0,0,0,0,0,43344
ativa,nacional,00.355.810/0001-60,AGÊNCIA DE VIAGENS E TURISMO FOSCARINI LTDA,"RUA 14 DE JULHO, 234",CENTRO,431660,SANANDUVA,RS,99840000,54-3343-2545,7,não,não,sim,432480,,foscarinitur@bol.com.br,na,na,AUTORIZAÇÃO,,,,,42290,,0,0,19,0,0,0,4,0,0,0,0,4,0,0,10,0,0,249,0,0,0,0,0,0,43344
ativa,nacional,00.357.672/0001-59,ATTITUDE TURISMO LTDA,FELIPE NEVES,ESTREITO,420540,FLORIANOPOLIS,SC,88070760,,0,não,não,sim,421030,,contato@rfassessoria.tur.br,na,na,AUTORIZAÇÃO,,,,,43339,,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.363.483/0001-99,ULZA TRANSPORTES E TURISMO LTDA,"RUA RUI BARBOSA, N° 301",BAIRRO DE LOURDES,315690,SACRAMENTO,MG,38190000,34-3351-3101,33,não,não,sim,310438,,ulza@zandonaide.com.br,na,na,AUTORIZAÇÃO,,,,,42852,,0,0,226,0,0,0,9,3,0,0,0,12,0,0,184,0,0,7929,0,0,0,0,0,0,43344
ativa,nacional,00.371.038/0001-70,TRANSCOMIN TRANSPORTADORA TURISTICA LTDA - ME,"RUA DR. LUIZ ARROBAS MARTINS, 290",VILA FRIBURGO,355030,SAO PAULO,SP,4781000,11-5506 8586,21,não,não,sim,354015,,contato@transcomin.com.br; transcomin@transcomin.com.br,na,na,AUTORIZAÇÃO,,,,,42587,,0,0,211,0,0,0,23,1,0,0,0,24,0,0,125,0,0,4069,0,0,0,0,0,0,43344
ativa,nacional,00.371.247/0001-14,ARAGUAIATUR TRANSPORTE E TURISMO LTDA.,Rua Felismino Viana - nº 382 - Cidade Jardim,,520870,GOIANIA,GO,74425390,(62) 3297-7659,79,sim,não,não,na     ,aguatur_goiania@hotmail.com,,AUTORIZAÇÃO JUDICIAL,na,na,41348,42704,,,,,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344
ativa,nacional,00.376.917/0001-95,AUTO VIAÇÃO VALE DO SOL LTDA,"BR 471, KM 57,   S/N",VARZEA,431680,SANTA CRUZ DO SUL,RS,96814400,51-3715-5024,5,não,não,sim,432785,,vvsol@viavale.com.br,na,na,AUTORIZAÇÃO,,,,,42898,,0,0,5,0,0,0,2,0,0,0,0,2,0,0,3,0,0,75,0,0,0,0,0,0,43344
ativa,nacional,00.377.202/0001-57,BAEPENDI TRANSPORTES E TURISMO LTDA - ME,"RUA MAESTRO EMÍLIO PATROCINIO NOGUEIRA,1336",SÃO CRISTOVÃO,310490,BAEPENDI,MG,37443000,35-3343-1680,14,não,não,sim,310551,,baeturturismo@gmail.com,na,na,AUTORIZAÇÃO,,,,,42622,,0,0,447,0,0,0,6,0,0,0,0,6,0,0,249,0,0,9905,0,0,0,0,0,0,43344
